emoji,emoji_descript,speaker,lang_3,lang_2,lang_1,8,7,1,9,10,11,12,13,14,15,16,17,18,19,2,20,23,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,58,59,6,78,87,90,91,96,105,110,111,115,121,123,125,129,132,133,135,148,151,152,153,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,525,526,527,528,529,530,601,603,604,605,608,611,612,613,614,615,616,618,619,620,621,622,623,626,627,628,631,632,633,634,635,636,637,641,643,644,646,647,651,652,657,662,664,665,667,668,671,676,677,678,679,680,681,682,683,684,685,686,687,689,690,691,692,693,694,695,697,698,699,700,701,702,704,707,708,710,711,712,714,715,716,717
,shy_blush,bengali_9,Bengali,South,Asian,1,5,5,1,1,11,2,1,1,8,4,2,2,1,9,7,4,5,1,1,1,11,5,1,7,7,9,8,10,8,1,1,3,1,10,1,1,12,1,5,1,5,8,1,3,7,1,8,5 ,9,1,1,5,9,1,11,1,11,1,6,11,1,2,1,9,1,1,3,1,1,1,5,1,8,4,8,6,5,1,5,1,7,4,1,5,1,7,1,2,7,1,1,5,2,1,1,1,1,1,1,1,4,1,3,1,1,1,6,1,1,1,6,10,7,1,1,1,1,1,7,1,8,8,2,1,1,1,7,1,2,1,1,1,1,1,3,4,1,1,4,1,6,11,1,1,1,3,1,9,4,5,13,8,7,1,5,9,4,7,1,4,7,1,5,7,3,1,1,2,1,2,1,1,4,7,5,4,1,1,1,7,8,1,1,5,1,3,5,6,14,1,4,1,1
,peaceful_smile,bengali_13,Bengali,South,Asian,6,5,5,1,7,14,4,4,2,7,4,2,6,3,9,1,4,5,4,2,3,11,12,1,8,11,9,8,10,11,7,1,4,12,1,1,8,11,1,5,4,1,8,5,4,7,3,8,4,9,1,8,11,7,1,11,1,11,1,6,11,7,8,6,9,1,1,6,2,3,6,9,1,8,4,10,6,5,2,1,14,7,6,4,5,1,4,2,4,7,1,3,7,2,8,10,5,9,1,1,9,4,1,3,2,5,1,6,7,1,8,4,10,7,1,1,1,3,1,7,1,2,7,2,3,1,7,6,1,5,4,2,1,3,1,3,4,1,1,5,1,6,11,2,1,1,4,1,9,5,5,13,8,7,1,4,9,8,6,2,4,9,1,5,7,8,7,3,2,2,2,6,4,3,5,6,5,3,3,4,7,6,7,1,1,1,3,5,10,12,2,2,4,8
,big_frown,bengali_16,Bengali,South,Asian,1,5,5,10,7,7,4,1,3,6,2,8,3,3,3,1,3,4,6,1,3,10,2,1,7,8,9,8,10,11,4,6,3,8,8,1,8,11,1,1,2,5,7,5,4,7,3,8,8 ,9,8,1,6,7,5,11,2,6,1,6,10,6,8,6,10,10,1,4,2,3,1,7,4,8,11,8,6,3,2,3,14,7,7,1,5,1,7,4,4,8,1,3,6,2,1,1,7,10,9,1,4,4,1,3,11,1,1,7,5,1,1,6,10,7,3,1,1,2,2,2,1,3,9,2,1,1,1,6,9,3,5,4,1,1,1,3,4,1,1,5,1,6,11,1,1,1,2,3,9,5,3,13,8,7,11,5,9,4,7,4,4,8,9,5,7,6,1,3,2,1,2,2,1,10,7,7,6,1,3,5,7,5,6,1,1,4,3,6,8,9,2,4,1,4
,blush_kissy,gujarati_5,Gujarati,South,Asian,4,5,5,11,1,14,4,6,1,7,4,9,9,1,9,4,3,5,4,2,4,8,9,1,7,9,9,6,10,8,3,1,2,8,7,1,8,8,3,11,2,2,8,10,3,7,11,8,10 ,9,7,3,11,7,1,11,2,10,1,1,11,6,8,6,9,10,1,4,3,2,3,5,3,2,5,9,6,3,1,3,14,7,5,6,6,1,4,2,5,n/a,7,6,8,2,1,1,1,9,2,1,10,4,2,3,1,5,1,5,1,2,2,4,9,7,2,1,1,1,1,7,1,4,8,2,1,2,1,7,8,5,2,3,5,4,2,3,4,1,1,4,2,6,10,1,1,1,1,1,9,4,1,13,8,7,8,5,9,2,7,4,3,7,9,5,8,3,6,2,2,2,1,6,1,13,7,7,5,3,1,1,n/a,2,7,2,3,6,2,4,9,14,3,1,7,2
,tongue_out,gujarati_13,Gujarati,South,Asian,1,5,5,4,1,15,4,1,2,8,4,2,6,1,9,4,5,5,6,2,4,8,5,1,7,9,9,8,10,2,1,1,2,12,1,1,8,11,1,11,6,5,8,2,4,7,1,8,10 ,9,7,10,5,7,1,11,2,11,1,6,11,2,8,6,9,10,1,4,2,1,1,5,1,2,5,9,6,3,1,4,14,7,5,6,5,1,7,3,6,8,7,3,5,2,1,1,1,6,9,1,1,4,2,3,1,5,1,5,1,2,1,1,9,7,1,1,1,3,1,8,2,3,8,2,1,7,1,7,1,5,4,1,5,3,2,3,4,1,1,4,2,6,10,1,1,1,4,1,9,4,5,13,8,7,8,5,9,2,7,4,6,7,9,5,8,3,1,1,2,1,1,4,1,13,7,7,5,3,1,1,7,9,1,7,3,1,3,8,10,14,3,1,4,1
,snoozing_sleeping,gujarati_14,Gujarati,South,Asian,5,5,5,4,1,7,4,4,1,8,4,9,9,3,9,5,7,5,4,4,6,1,5,1,6,9,9,6,10,9,5,1,4,13,2,1,8,11,6,3,4,5,8,3,3,7,15,8,2 ,8,8,6,5,6,2,11,8,11,1,6,11,6,9,6,9,8,1,4,2,1,2,5,3,8,5,9,6,3,8,4,5,3,7,6,7,6,7,5,1,7,7,3,7,2,8,1,1,9,9,1,10,4,3,3,11,5,1,6,4,2,9,5,10,7,2,1,1,2,2,6,4,7,10,2,2,7,1,4,8,6,5,5,5,3,2,2,4,1,2,6,2,6,10,1,1,1,2,3,9,6,5,9,8,7,9,5,9,2,6,4,3,7,8,5,8,6,3,3,2,4,1,4,8,9,7,7,4,3,3,5,6,5,8,4,3,4,3,8,9,5,3,2,2,9
,smirky_face,urdu_2,Urdu,South,Asian,6,5,5,11,1,14,4,1,1,7,4,9,6,1,9,5,7,5,6,2,4,11,1,1,7,9,9,8,10,8,4,1,7,4,6,6,8,8,8,2,2,5,8,9,3,7,14,8,9 ,8,7,3,4,7,1,11,2,10,1,6,11,1,8,6,9,1,1,4,5,1,1,5,3,n/a,5,8,6,3,1,3,14,7,5,6,6,1,4,6,5,7,6,3,8,2,1,1,7,3,7,1,3,4,2,3,1,5,1,5,7,2,2,9,9,7,3,2,1,3,1,1,2,4,7,1,1,3,1,6,9,4,5,4,1,1,2,3,4,1,1,n/a,2,6,9,2,1,1,4,2,9,5,4,8,8,7,8,5,9,4,6,1,5,7,9,5,8,6,6,2,2,3,1,2,6,1,7,6,4,1,1,4,4,5,15,6,6,5,2,6,10,14,3,4,7,n/a
,huff_puff,urdu_15,Urdu,South,Asian,2,5,5,4,1,13,4,4,2,8,4,8,9,1,9,5,7,5,6,5,2,8,9,1,8,10,9,8,10,10,6,1,2,3,1,1,8,13,6,11,5,5,8,9,3,7,2,8,6 ,9,6,6,5,6,1,11,1,11,1,6,11,1,2,6,9,10,1,3,3,2,1,5,3,1,5,9,5,3,8,5,14,7,5,6,6,1,7,5,3,7,6,3,7,2,2,1,3,8,7,1,1,4,3,3,11,5,1,5,1,2,9,5,9,7,2,1,1,3,9,4,4,7,11,2,2,4,7,8,2,3,5,5,5,4,2,3,4,1,2,6,1,6,9,2,1,1,4,2,9,4,5,13,8,7,9,5,9,2,7,2,3,7,9,5,8,2,3,2,2,5,1,2,11,12,7,7,4,1,1,4,6,1,8,2,7,7,2,6,10,12,3,7,5,12
,upside_down_smiley,urdu_27,Urdu,South,Asian,4,5,5,11,1,15,4,1,1,7,4,9,9,3,9,4,5,2,1,2,3,11,5,1,7,10,9,6,10,9,4,1,7,11,10,1,8,8,8,5,2,5,8,5,3,7,14,8,10 ,8,6,3,11,6,1,11,2,10,1,6,9,8,8,6,8,1,1,3,2,1,1,6,3,2,5,8,5,3,2,3,6,3,6,1,6,6,7,6,4,8,6,4,8,2,1,1,1,9,7,1,1,4,2,3,11,5,1,2,5,2,2,9,9,7,3,2,1,1,2,7,n/a,9,7,2,1,1,1,6,5,5,3,4,5,3,1,3,4,1,1,5,2,6,9,1,1,1,2,4,9,6,4,13,8,7,12,5,9,4,7,4,4,7,2,5,8,6,7,4,2,3,1,2,4,10,7,7,5,3,4,4,7,5,7,6,3,1,2,5,10,14,2,2,5,11
,angry_face,indonesian_1,Indonesian,South East,Asian,9,2,6,11,6,11,4,4,10,12,1,9,9,4,8,5,7,2,3,4,6,9,9,2,8,6,5,8,9,7,5,9,2,3,2,6,9,10,7,11,3,7,9,4,3,4,15,6,7 ,8,8,4,3,5,6,5,3,11,2,7,9,8,9,5,8,9,8,9,5,10,2,6,9,2,6,10,4,4,8,4,6,3,6,4,7,5,7,5,1,6,9,4,15,3,7,10,6,8,7,2,10,5,4,4,11,6,1,5,7,10,9,5,3,6,4,3,2,2,9,6,4,7,10,3,2,3,8,8,4,5,3,5,5,4,4,1,6,2,2,3,3,4,8,10,2,2,1,2,4,5,3,9,7,6,12,6,1,1,8,3,3,8,8,1,9,2,8,4,3,5,3,3,7,6,6,4,4,3,2,4,5,9,11,6,2,7,2,5,5,9,4,6,6,10
,thinking_face,indonesian_8,Indonesian,South East,Asian,9,5,2,12,2,7,4,4,12,11,1,8,9,4,3,7,5,4,5,4,8,9,8,2,6,11,5,7,9,8,5,9,2,2,2,6,9,7,4,11,4,7,2,12,4,5,15,5,2 ,8,2,4,3,10,6,6,3,5,2,7,9,8,10,4,10,8,3,9,5,3,2,1,9,8,10,10,7,5,8,5,4,3,6,6,6,5,1,7,1,6,3,6,12,3,7,2,6,5,7,2,9,6,4,4,6,6,7,7,4,5,9,3,3,6,5,2,2,2,9,6,4,6,4,3,3,6,7,8,6,6,6,6,4,4,4,2,3,2,7,7,3,4,8,2,6,2,4,4,8,6,3,10,5,6,3,7,1,4,8,8,1,8,8,10,9,1,3,1,3,6,3,3,8,15,6,8,8,3,2,4,8,9,9,3,2,8,1,1,8,8,4,6,6,13
,ironic_smiley,indonesian_10,Indonesian,South East,Asian,3,5,6,9,7,15,4,7,3,6,2,9,9,3,3,8,3,4,5,4,1,9,6,2,8,10,9,8,9,2,4,6,7,4,1,6,9,10,1,3,6,1,2,5,4,1,14,7,9 ,8,1,7,6,7,5,3,8,5,4,6,10,8,9,4,10,8,3,6,5,3,3,7,4,8,6,10,7,5,2,5,6,7,7,4,6,6,6,9,3,6,9,4,1,2,8,4,1,10,9,3,4,5,9,3,6,3,7,6,5,10,8,2,8,5,4,1,2,1,1,2,4,9,7,4,3,2,8,7,7,5,1,2,1,3,4,2,3,1,8,13,3,4,8,4,5,4,2,4,8,7,3,9,8,4,12,7,6,6,6,2,6,9,8,10,7,6,6,2,3,3,1,4,6,9,5,6,8,3,4,5,3,9,8,3,3,1,3,8,5,5,3,1,5,12
,big_smile,tagalog_6,Tagalog,South East,Asian,5,5,6,12,2,8,4,3,12,11,3,10,9,3,3,2,5,7,6,1,n/a,9,8,2,6,11,5,7,4,9,5,9,4,3,2,6,n/a,7,7,7,5,7,2,3,2,1,4,7,1 ,8,2,9,3,6,6,6,9,5,4,2,9,8,10,5,8,9,9,10,5,7,3,6,4,3,6,10,6,4,8,5,5,4,6,4,7,n/a,7,7,3,8,8,4,6,3,8,1,3,5,1,4,10,5,4,4,6,13,7,7,1,5,4,9,3,8,5,3,n/a,2,9,7,4,7,10,6,2,2,7,3,5,6,2,5,1,4,4,n/a,6,3,5,3,4,5,7,9,6,4,2,4,8,6,4,10,7,6,13,7,1,4,8,8,2,10,8,9,9,1,8,3,3,6,4,2,7,6,6,6,8,3,2,4,5,7,12,6,7,2,2,1,9,2,4,1,2,13
,sad_sweat,tagalog_9,Tagalog,South East,Asian,5,4,4,8,2,8,3,4,12,11,3,9,9,3,3,4,5,4,4,4,1,1,9,1,7,8,5,6,9,7,6,9,7,13,10,6,8,13,4,9,3,7,1,4,3,6,2,7,5 ,8,1,4,11,6,6,5,8,9,4,7,9,8,10,6,9,9,8,3,5,10,3,7,9,8,11,10,4,5,8,4,5,3,6,4,7,5,7,6,1,2,8,4,1,2,1,4,3,5,1,4,1,5,3,2,5,5,3,6,1,5,9,5,9,6,5,3,2,n/a,9,7,4,7,11,3,2,7,7,4,3,2,5,2,1,4,2,2,5,1,7,1,4,4,7,10,6,4,2,4,8,6,4,10,7,6,13,7,1,2,8,4,3,8,1,9,9,3,8,3,3,5,1,3,7,15,6,7,8,3,2,4,6,9,4,6,4,8,2,1,5,12,3,1,2,15
,blushy_smiley,tagalog_18,Tagalog,South East,Asian,2,5,6,8,7,12,3,5,3,6,2,8,2,3,3,8,3,4,6,1,n/a,1,2,7,5,8,5,7,9,11,7,6,3,9,8,6,1,9,8,1,5,7,1,8,3,1,3,7,9 ,8,1,7,12,12,7,10,3,8,4,5,9,2,11,4,10,8,3,10,4,3,6,7,9,1,4,11,7,5,1,5,1,7,4,5,5,5,1,1,4,2,8,1,1,1,7,4,7,1,9,3,9,5,9,5,6,12,7,6,5,5,8,6,2,8,1,3,1,2,2,1,2,3,9,4,2,7,7,7,1,3,4,4,1,1,8,1,5,3,8,8,4,4,7,10,6,2,3,4,8,6,4,10,7,6,13,7,9,4,8,4,4,10,1,9,7,6,7,3,3,6,2,6,6,4,5,6,7,2,2,5,7,5,6,1,6,5,3,6,8,9,2,5,5,5
,smile_sweat,thai_2,Thai,South East,Asian,5,2,6,9,6,11,2,6,8,12,1,1,1,4,8,7,6,7,5,8,7,12,9,3,5,12,6,9,5,1,6,7,5,14,8,n/a,1,9,7,1,1,1,9,4,3,5,12,6,11 ,6,9,2,4,11,7,10,9,8,3,5,4,3,7,7,7,7,7,8,1,10,6,7,2,7,3,6,4,4,6,4,3,4,7,4,8,7,6,1,7,7,9,1,13,3,7,4,2,6,8,2,2,5,8,5,5,11,7,7,7,4,4,10,6,5,6,4,3,5,7,8,2,8,6,4,1,1,8,5,5,4,3,5,4,2,8,1,6,3,7,12,5,4,6,9,7,2,3,3,5,7,3,11,6,5,7,6,7,7,8,3,7,6,3,10,5,6,9,5,4,1,2,7,2,15,6,8,5,2,4,5,n/a,6,6,4,6,10,3,7,11,10,1,9,2,11
,clenched_teeth,thai_6,Thai,South East,Asian,1,2,6,12,6,10,2,7,8,12,1,1,2,4,8,6,6,7,5,8,8,12,10,2,5,12,6,9,4,1,6,7,5,10,9,7,2,9,7,2,5,1,9,3,3,5,12,6,1 ,6,8,9,10,8,7,10,9,8,3,5,5,3,1,8,6,9,9,9,1,10,6,1,2,7,10,11,4,4,6,5,3,4,7,4,8,7,6,4,6,n/a,9,1,14,3,7,9,2,6,8,2,3,6,8,5,3,11,7,7,7,4,4,10,6,5,6,4,3,5,3,8,2,8,6,4,1,3,8,5,7,4,1,1,4,2,3,1,6,2,7,7,5,4,6,9,7,2,3,3,5,7,3,11,6,5,11,6,7,7,8,3,7,10,3,10,5,6,9,5,4,6,4,7,2,14,6,8,6,2,4,6,8,7,5,7,1,9,3,7,11,10,1,9,3,8
,sleep_snot,thai_7,Thai,South East,Asian,3,6,6,7,6,9,2,5,9,10,1,1,1,4,8,6,6,7,1,8,7,10,4,3,5,12,6,9,4,1,8,8,6,11,9,7,5,10,8,1,1,1,9,1,4,4,9,6,9 ,6,9,8,10,13,7,10,9,7,3,5,4,2,11,7,6,9,9,8,4,8,6,1,11,1,3,11,7,4,7,5,3,4,7,5,8,7,6,8,6,1,10,2,13,3,8,9,2,11,8,2,9,6,10,5,3,10,7,7,7,3,7,2,7,8,7,4,n/a,5,3,2,3,9,12,4,1,1,8,5,5,4,9,4,4,2,8,1,6,2,8,8,5,5,6,9,7,2,3,n/a,4,7,3,11,6,5,2,6,7,4,8,3,7,6,3,8,5,6,5,5,4,6,4,7,4,3,5,8,6,2,5,7,2,8,13,7,5,9,3,7,11,4,1,3,4,6
,downcast_sad,japanese_11,Japanese,East,Asian,1,2,6,9,7,12,2,6,8,9,6,8,1,3,6,8,4,2,6,8,4,11,4,7,5,6,7,10,9,7,7,8,3,8,2,7,2,12,8,3,6,4,1,8,3,7,1,3,8 ,7,3,7,12,12,5,10,8,11,2,5,8,3,12,1,7,10,3,6,4,9,1,1,12,8,10,11,6,3,1,3,4,7,5,5,5,7,1,3,2,7,12,2,14,1,1,4,7,10,7,2,2,6,10,4,3,9,7,5,7,3,8,10,8,5,7,9,3,7,8,1,2,9,9,4,1,3,8,5,7,2,4,1,4,1,3,1,6,3,1,13,7,5,3,3,5,2,3,3,5,8,3,11,5,5,14,8,8,5,8,1,5,7,4,10,6,7,5,5,4,6,4,1,3,2,5,9,6,2,5,6,4,7,5,5,6,10,3,7,7,10,2,3,3,5
,sad_tear,japanese_12,Japanese,East,Asian,9,2,6,7,6,13,4,5,10,12,3,9,6,4,6,1,6,1,1,3,2,7,1,6,5,13,7,10,6,7,6,8,5,n/a,2,7,4,12,6,2,n/a,4,7,9,3,6,4,3,6 ,7,3,2,4,12,2,10,1,11,2,5,5,1,7,8,7,7,2,8,3,3,6,8,12,7,10,5,7,3,6,3,13,3,4,4,7,7,2,7,5,3,12,1,15,3,6,10,5,4,8,2,1,4,4,5,2,7,7,7,7,2,9,2,8,4,6,9,1,8,8,8,1,8,11,4,2,7,8,3,7,5,1,5,4,3,3,1,6,3,7,12,6,4,4,3,7,2,4,3,4,7,3,13,5,4,10,8,8,5,8,3,5,6,4,10,6,7,4,5,4,6,4,6,5,14,6,8,5,1,5,5,5,7,13,5,5,5,2,7,7,11,2,5,3,12
,laughing_tears,japanese_26,Japanese,East,Asian,4,6,6,7,6,9,2,7,9,10,1,8,2,4,8,2,6,1,1,3,2,10,4,7,6,13,7,10,6,8,8,8,3,2,9,7,2,12,8,1,1,4,7,n/a,3,4,9,3,9 ,7,9,8,12,8,7,10,10,9,3,6,8,7,12,1,7,7,2,9,4,9,6,1,12,7,3,11,7,4,7,5,4,4,7,5,8,7,6,9,2,6,12,2,15,3,7,10,2,11,8,2,4,6,10,5,2,9,7,7,7,4,7,1,7,4,7,9,3,7,7,7,3,9,12,4,1,7,8,5,9,2,6,4,4,1,7,2,6,2,8,8,7,5,4,9,7,2,3,3,4,8,3,12,5,5,11,8,8,5,8,3,5,6,4,10,6,7,4,5,4,6,4,6,3,2,5,9,6,2,5,7,2,8,14,5,5,9,3,7,7,3,1,9,4,6
,tears_streaming,korean_2,Korean,East,Asian,2,6,6,10,6,12,2,7,8,9,6,n/a,2,4,8,2,4,7,1,8,5,10,5,3,5,7,8,10,5,10,8,8,6,10,8,7,2,13,8,7,5,1,1,2,3,6,13,6,8 ,6,2,5,9,8,5,10,10,6,3,5,8,9,2,8,7,1,3,9,1,9,6,1,11,8,10,6,7,4,7,3,13,7,7,5,8,7,6,9,2,2,11,2,11,3,8,9,2,1,8,3,9,6,9,5,3,6,7,7,7,4,7,6,10,8,7,9,3,4,8,8,2,4,12,4,1,1,8,5,5,4,1,1,4,1,7,1,5,2,8,13,6,5,5,4,7,2,3,3,5,8,3,11,6,7,10,9,6,4,6,3,6,6,2,9,6,6,2,5,4,6,4,7,2,2,5,5,6,2,5,7,4,6,5,7,1,10,3,6,6,10,1,5,4,7
