speaker,8,9,10,11,13,14,15,16,19,25,29,31,33,35,36,41,44,46,48,49,51,52,55,56,59,78,90,96,123,125,133,135,151,152,503,504,505,506,507,508,509,512,515,517,518,520,526
bengali_9,1,1,1,11,1,1,8,4,1,5,11,7,9,10,8,10,12,5,5,8,7,1,9,1,5,1,1,1,9,1,1,1,5,1,5,2,1,1,1,1,1,4,1,1,6,1,7
bengali_13,6,1,7,14,4,2,7,4,3,5,11,8,9,10,11,1,11,5,1,8,7,3,9,1,11,1,1,1,9,1,2,3,9,1,7,2,8,10,5,9,1,4,2,1,6,1,7
bengali_16,1,10,7,7,1,3,6,2,3,4,10,7,9,10,11,8,11,1,5,7,7,3,9,8,6,5,2,1,10,10,2,3,7,4,6,2,1,1,7,10,9,4,11,1,7,1,7
gujarati_5,4,11,1,14,6,1,7,4,1,5,8,7,9,10,8,7,8,11,2,8,7,11,9,7,11,1,2,1,9,10,3,2,5,3,8,2,1,1,1,9,2,4,1,1,5,2,7
gujarati_13,1,4,1,15,1,2,8,4,1,5,8,7,9,10,2,1,11,11,5,8,7,1,9,7,5,1,2,1,9,10,2,1,5,1,5,2,1,1,1,6,9,4,1,1,5,2,7
gujarati_14,5,4,1,7,4,1,8,4,3,5,1,6,9,10,9,2,11,3,5,8,7,15,8,8,5,2,8,1,9,8,2,1,5,3,7,2,8,1,1,9,9,4,11,1,6,2,7
urdu_2,6,11,1,14,1,1,7,4,1,5,11,7,9,10,8,6,8,2,5,8,7,14,8,7,4,1,2,1,9,1,5,1,5,3,8,2,1,1,7,3,7,4,1,1,5,2,7
urdu_15,2,4,1,13,4,2,8,4,1,5,8,8,9,10,10,1,13,11,5,8,7,2,9,6,5,1,1,1,9,10,3,2,5,3,7,2,2,1,3,8,7,4,11,1,5,2,7
urdu_27,4,11,1,15,1,1,7,4,3,2,11,7,9,10,9,10,8,5,5,8,7,14,8,6,11,1,2,1,8,1,2,1,6,3,8,2,1,1,1,9,7,4,11,1,2,2,7
indonesian_1,9,11,6,11,4,10,12,1,4,2,9,8,5,9,7,2,10,11,7,9,4,15,8,8,3,6,3,2,8,9,5,10,6,9,15,3,7,10,6,8,7,5,11,1,5,10,6
indonesian_8,9,12,2,7,4,12,11,1,4,4,9,6,5,9,8,2,7,11,7,2,5,15,8,2,3,6,3,2,10,8,5,3,1,9,12,3,7,2,6,5,7,6,6,7,7,5,6
indonesian_10,3,9,7,15,7,3,6,2,3,4,9,8,9,9,2,1,10,3,1,2,1,14,8,1,6,5,8,4,10,8,5,3,7,4,1,2,8,4,1,10,9,5,6,7,6,10,5
tagalog_6,5,12,2,8,3,12,11,3,3,7,9,6,5,4,9,2,7,7,7,2,1,4,8,2,3,6,9,4,8,9,5,7,6,4,6,3,8,1,3,5,1,5,6,7,7,5,8
tagalog_9,5,8,2,8,4,12,11,3,3,4,1,7,5,9,7,10,13,9,7,1,6,2,8,1,11,6,8,4,9,9,5,10,7,9,1,2,1,4,3,5,1,5,5,3,6,5,6
tagalog_18,2,8,7,12,5,3,6,2,3,4,1,5,5,9,11,8,9,1,7,1,1,3,8,1,12,7,3,4,10,8,4,3,7,9,1,1,7,4,7,1,9,5,6,7,6,5,8
thai_2,5,9,6,11,6,8,12,1,4,7,12,5,6,5,1,8,9,1,1,9,5,12,6,9,4,7,9,3,7,7,1,10,7,2,13,3,7,4,2,6,8,5,5,7,7,4,5
thai_6,1,12,6,10,7,8,12,1,4,7,12,5,6,4,1,9,9,2,1,9,5,12,6,8,10,7,9,3,6,9,1,10,1,2,14,3,7,9,2,6,8,6,3,7,7,4,5
thai_7,3,7,6,9,5,9,10,1,4,7,10,5,6,4,1,9,10,1,1,9,4,9,6,9,10,7,9,3,6,9,4,8,1,11,13,3,8,9,2,11,8,6,3,7,7,3,8
japanese_11,1,9,7,12,6,8,9,6,3,2,11,5,7,9,7,2,12,3,4,1,7,1,7,3,12,5,8,2,7,10,4,9,1,12,14,1,1,4,7,10,7,6,3,7,5,3,5
japanese_12,9,7,6,13,5,10,12,3,4,1,7,5,7,6,7,2,12,2,4,7,6,4,7,3,4,2,1,2,7,7,3,3,8,12,15,3,6,10,5,4,8,4,2,7,7,2,4
japanese_26,4,7,6,9,7,9,10,1,4,1,10,6,7,6,8,9,12,1,4,7,4,9,7,9,12,7,10,3,7,7,4,9,1,12,15,3,7,10,2,11,8,6,2,7,7,4,4
korean_2,2,10,6,12,7,8,9,6,4,7,10,5,8,5,10,8,13,7,1,1,6,13,6,2,9,5,10,3,7,1,1,9,1,11,11,3,8,9,2,1,8,6,3,7,7,4,8
korean_24,5,8,2,9,6,9,12,1,4,7,1,5,8,5,8,8,12,9,4,9,6,4,6,3,9,7,10,3,7,9,1,9,1,11,11,3,8,10,2,6,8,6,5,7,6,10,5
korean_30,3,8,6,10,5,9,10,6,4,7,10,5,8,5,11,9,11,7,4,9,4,13,6,3,10,7,10,3,7,7,4,9,1,11,12,3,8,9,7,11,8,6,2,7,7,3,4
mandarin_14,5,10,6,13,6,12,12,3,4,7,7,6,8,4,10,9,13,5,4,7,5,13,6,9,6,7,9,2,7,9,4,8,8,11,12,3,6,9,3,3,8,6,5,7,7,3,6
mandarin_53,1,10,6,10,7,10,9,1,4,7,12,6,8,6,2,9,9,7,1,7,4,12,6,8,4,7,3,3,6,8,5,8,1,2,12,1,6,10,7,10,5,6,2,7,7,4,6
mandarin_63,5,1,2,8,6,12,6,6,4,1,7,6,8,6,7,8,7,9,4,7,5,9,6,2,9,2,9,2,6,7,1,8,1,11,11,3,6,9,2,5,7,6,5,7,7,3,5
english_21,8,6,4,6,9,6,4,7,4,6,4,3,6,3,4,5,5,6,9,5,8,8,5,10,7,8,5,7,5,3,6,7,4,10,9,4,4,8,4,2,5,3,10,6,4,6,9
english_89,11,6,4,4,9,6,4,7,4,6,4,3,6,3,4,5,6,6,9,4,8,6,5,10,3,8,4,7,3,3,6,7,10,10,9,4,4,8,3,2,5,3,10,6,4,7,9
english_103,10,6,4,4,9,6,4,7,4,6,4,3,6,3,4,5,4,6,9,5,8,8,5,10,7,8,4,7,5,3,6,7,10,10,9,4,4,5,6,12,4,3,10,4,4,6,2
english_428,8,2,5,6,10,5,3,7,4,6,5,2,5,2,3,5,5,4,6,3,10,5,4,12,8,3,6,7,4,4,6,6,11,5,10,4,5,3,5,7,4,3,4,2,3,6,3
english_212,9,2,5,5,8,4,3,7,4,6,5,2,5,1,5,3,4,6,6,3,10,7,3,11,8,3,6,7,4,4,6,7,4,5,10,4,5,2,4,2,6,3,4,6,3,7,9
english_357,10,2,5,6,10,5,3,7,4,6,5,2,5,2,3,5,5,4,6,3,10,5,4,12,8,3,6,7,4,4,6,6,11,5,10,4,5,3,6,7,4,3,4,2,3,6,3
english_288,7,3,5,5,8,4,5,7,4,6,6,4,4,2,5,3,4,6,8,4,9,7,3,11,7,4,5,7,3,2,6,7,4,6,9,4,3,8,4,2,6,3,7,6,4,7,9
english_171,11,3,5,5,8,4,5,7,4,6,6,4,4,1,5,3,6,6,8,5,9,7,5,11,7,4,5,7,3,2,6,7,4,6,9,4,3,2,4,2,6,3,7,6,3,7,9
english_126,6,3,5,4,8,5,5,7,4,6,6,4,4,1,5,3,6,4,8,4,9,8,3,12,8,4,6,7,3,2,6,6,4,6,10,4,3,3,4,7,6,3,7,6,3,7,3
english_3,7,13,3,3,2,7,2,5,2,3,3,1,1,7,6,4,3,10,2,6,3,10,1,4,2,9,7,6,1,5,7,5,3,13,2,5,2,5,4,9,3,2,9,4,2,8,2
english_73,11,5,3,3,3,11,2,5,2,3,3,1,2,7,3,7,3,8,3,6,3,5,2,4,1,3,4,5,2,6,6,5,2,7,2,5,2,7,5,12,3,1,9,4,1,9,2
english_153,11,5,3,1,3,11,2,5,2,3,3,1,2,7,6,7,2,8,3,6,3,6,2,4,1,9,4,5,2,5,7,5,2,13,2,5,2,7,6,7,3,1,8,4,1,9,2
english_2,8,13,3,1,2,7,1,5,2,3,2,1,3,8,6,4,1,10,2,6,2,11,2,5,2,9,7,5,2,6,7,4,2,8,4,5,2,6,5,12,3,2,9,4,2,9,2
english_38,6,13,3,2,2,7,1,5,2,3,2,1,1,8,6,4,1,10,3,6,2,11,1,5,2,9,7,6,1,6,7,4,3,7,3,5,2,6,1,8,3,2,8,5,1,8,1
english_460,7,13,3,3,2,11,1,5,2,3,2,1,3,7,6,4,1,8,2,6,2,10,1,5,2,9,7,6,1,5,7,4,3,13,4,5,2,7,5,12,2,2,9,5,2,8,1
africaans_2,9,13,3,2,2,11,1,5,2,3,2,1,3,8,6,6,2,8,3,6,2,2,1,6,2,9,7,6,1,6,7,4,3,8,3,5,2,5,6,4,3,2,8,5,2,2,2
africaans _5,10,13,3,2,2,7,1,5,2,3,3,1,2,7,6,7,3,10,3,6,2,10,2,5,1,9,7,6,1,6,7,4,3,8,2,5,2,6,3,4,2,2,8,5,2,8,1
africaans _42,11,5,3,1,3,7,2,5,2,3,3,1,1,8,6,6,2,10,3,6,3,6,2,4,3,9,4,5,2,5,7,5,3,7,2,5,2,7,5,3,3,1,8,5,2,9,1
